1.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 1,1,1,1,x,1
1.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 1,1,1,2,x,2
1.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 2,1,2,1,x,1
1.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 2,1,2,2,x,2
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,1,1,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,1,2,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,1,3,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,2,1,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,2,2,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,2,3,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,3,1,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,3,2,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 1,2,1,3,3,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 2 (küçük resim),2,2,1,x,1
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 2 (küçük resim),2,2,2,x,2
1.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 2 (küçük resim),2,2,3,x,3
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,1,2,1
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,1,3,1
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,2,2,1
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,2,3,1
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,3,2,1
1.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 1,3,1,3,3,1
1.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
1.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
1.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
1.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,1,1,1
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,1,2,1
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,2,1,1
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,2,2,1
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,3,1,1
2.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 2,3,2,3,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,1,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,1,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,1,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,1,4,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,2,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,2,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,2,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,2,4,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,3,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,3,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,3,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 1,4,1,3,4,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,1,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,1,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,1,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,1,4,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,2,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,2,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,2,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,2,4,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,3,1,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,3,2,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,3,3,1
2.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 2,4,2,3,4,1
2.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
2.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
2.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
2.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 3,1,4,1,x,1
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 3,1,4,2,x,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,1,1,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,1,2,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,1,3,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,2,1,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,2,2,2
3.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 4,1,4,2,3,2
3.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 3,2,3,1,x,2
3.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 3,2,3,2,x,2
3.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 3,2,3,3,x,2
3.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 4,2,4,1,x,2
3.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 4,2,4,2,x,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 3,3,3,1,1,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 3,3,3,1,2,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 3,3,3,2,2,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 3,3,3,2,3,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 4,3,4,1,1,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 4,3,4,1,2,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 4,3,4,2,1,2
3.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 4,3,4,2,2,2
3.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
3.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
3.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
3.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,1,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,1,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,1,3,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,2,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,2,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,2,3,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,3,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,3,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 3,4,3,3,3,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,1,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,1,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,1,3,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,2,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,2,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,2,3,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,3,1,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,3,2,2
4.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 4,4,4,3,3,2
4.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
4.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
4.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
4.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,1,1,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,1,2,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,1,3,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,2,1,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,2,2,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 5,1,5,2,3,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,1,1,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,1,2,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,1,3,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,2,1,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,2,2,2
5.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 6,1,6,2,3,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 5,2,5,1,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 5,2,5,2,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 5,2,5,3,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,1,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,2,x,2
5.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 6,2,6,3,x,2
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,1,x,2 oyun
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,2,x,2 oyun
5.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 5,3,5,3,x,2 oyun
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
5.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,1,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,2,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,3,1,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,1,2,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,2,2,2
6.Gün,Göz Odaklanma Egzersizleri-Modül 3-Egzersiz 6,3,6,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,1,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,1,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,2,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,2,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,3,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 5,4,5,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,1,3,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,2,3,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,1,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,2,2
6.Gün,Bloklama ve Gölgeleme Egzersizleri-Modül 4-Egzersiz 6,4,6,3,3,2
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Dik"" Okuma",6,2,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""S"" Okuma",6,3,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""Z"" Okuma",6,4,,,
6.Gün,"Okuma-Anlama Egzersizleri-Modül 6-1 Parça ""İlk 3 Son 3"" Okuma",6,5,,,
,,,,,,
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,1,3,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,2,3,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,1,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,2,2
7.Gün,Aktif Görme Alanı Genişletme Egzersizi-Modül 1-Egzersiz 7,1,7,3,3,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,1,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,2,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 7,2,7,3,x,2
7.Gün,Göz Sıçrama Takip Egzersizleri-Modül 2-Egzersiz 8 (HARF),2,8,x,x,2
